id,accept_id,business_id,InsuredName,LossName,loss_name,claim_pattern,severity_band,loss_year,uw_year,report_period,close_period,dev_period,period,paid,outstanding,incurred,paid_movement,outstanding_movement,incurred_movement,claim_status
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,18,1996Q2,3.0,1.0,4.0,1.0,-1.0,0.0,open
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,21,1996Q3,4.0,0.0,4.0,1.0,-1.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,24,1996Q4,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,27,1997Q1,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,30,1997Q2,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,33,1997Q3,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,36,1997Q4,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,39,1998Q1,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,42,1998Q2,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,45,1998Q3,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,48,1998Q4,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,51,1999Q1,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,54,1999Q2,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,57,1999Q3,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,60,1999Q4,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,63,2000Q1,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,66,2000Q2,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,69,2000Q3,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,72,2000Q4,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,75,2001Q1,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,78,2001Q2,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,81,2001Q3,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,84,2001Q4,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,87,2002Q1,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,90,2002Q2,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,93,2002Q3,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,96,2002Q4,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,99,2003Q1,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,102,2003Q2,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,105,2003Q3,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,108,2003Q4,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,111,2004Q1,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,114,2004Q2,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,117,2004Q3,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,120,2004Q4,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,123,2005Q1,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,126,2005Q2,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,129,2005Q3,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,132,2005Q4,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-084,ACC-1995-084,AGY_A,Silverline Retail 084,Vehicle incident with repair escalation,Vehicle incident with repair escalation,steady,small,1995,1995,1995Q1,1996Q3,135,2006Q1,4.0,0.0,4.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,9,1995Q3,0.0,1.0,1.0,0.0,1.0,1.0,open
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,12,1995Q4,1.0,3.0,4.0,1.0,2.0,3.0,open
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,15,1996Q1,3.0,4.0,7.0,2.0,1.0,3.0,open
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,18,1996Q2,5.0,3.0,8.0,2.0,-1.0,1.0,open
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,21,1996Q3,7.0,2.0,9.0,2.0,-1.0,1.0,open
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,24,1996Q4,9.0,2.0,11.0,2.0,0.0,2.0,open
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,27,1997Q1,12.0,0.0,12.0,3.0,-2.0,1.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,30,1997Q2,12.0,0.0,12.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,33,1997Q3,12.0,0.0,12.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,36,1997Q4,12.0,0.0,12.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,39,1998Q1,12.0,0.0,12.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,42,1998Q2,12.0,0.0,12.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,45,1998Q3,12.0,0.0,12.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,48,1998Q4,12.0,0.0,12.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,51,1999Q1,12.0,0.0,12.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,54,1999Q2,11.0,0.0,11.0,-1.0,0.0,-1.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,57,1999Q3,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,60,1999Q4,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,63,2000Q1,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,66,2000Q2,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,69,2000Q3,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,72,2000Q4,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,75,2001Q1,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,78,2001Q2,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,81,2001Q3,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,84,2001Q4,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,87,2002Q1,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,90,2002Q2,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,93,2002Q3,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,96,2002Q4,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,99,2003Q1,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,102,2003Q2,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,105,2003Q3,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,108,2003Q4,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,111,2004Q1,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,114,2004Q2,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,117,2004Q3,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,120,2004Q4,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,123,2005Q1,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,126,2005Q2,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,129,2005Q3,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,132,2005Q4,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-085,ACC-1995-085,AGY_C,Northfield Hospitality 085,Theft loss after reserve review,Theft loss after reserve review,slow,small,1995,1995,1995Q3,1997Q1,135,2006Q1,11.0,0.0,11.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,12,1995Q4,0.0,3.0,3.0,0.0,3.0,3.0,open
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,15,1996Q1,2.0,4.0,6.0,2.0,1.0,3.0,open
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,18,1996Q2,5.0,2.0,7.0,3.0,-2.0,1.0,open
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,21,1996Q3,8.0,0.0,8.0,3.0,-2.0,1.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,24,1996Q4,10.0,0.0,10.0,2.0,0.0,2.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,27,1997Q1,11.0,0.0,11.0,1.0,0.0,1.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,30,1997Q2,12.0,0.0,12.0,1.0,0.0,1.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,33,1997Q3,13.0,0.0,13.0,1.0,0.0,1.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,36,1997Q4,14.0,0.0,14.0,1.0,0.0,1.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,39,1998Q1,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,42,1998Q2,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,45,1998Q3,15.0,0.0,15.0,1.0,0.0,1.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,48,1998Q4,15.0,0.0,15.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,51,1999Q1,15.0,0.0,15.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,54,1999Q2,14.0,0.0,14.0,-1.0,0.0,-1.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,57,1999Q3,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,60,1999Q4,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,63,2000Q1,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,66,2000Q2,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,69,2000Q3,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,72,2000Q4,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,75,2001Q1,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,78,2001Q2,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,81,2001Q3,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,84,2001Q4,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,87,2002Q1,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,90,2002Q2,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,93,2002Q3,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,96,2002Q4,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,99,2003Q1,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,102,2003Q2,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,105,2003Q3,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,108,2003Q4,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,111,2004Q1,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,114,2004Q2,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,117,2004Q3,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,120,2004Q4,14.0,0.0,14.0,0.0,0.0,0.0,closed
Q1995-086,ACC-1995-086,AGY_C,Cedar Services 086,Water damage at warehouse,Water damage at warehouse,slow,medium,1995,1995,1995Q4,1996Q3,123,2005Q1,14.0,0.0,14.0,0.0,0.0,0.0,closed
